wood_DensityBasedClustering4minfeature.OBJECTID,wood_DensityBasedClustering4minfeature.SOURCE_ID,cluster,wood_DensityBasedClustering4minfeature.PROB,wood_DensityBasedClustering4minfeature.OUTLIER,wood_DensityBasedClustering4minfeature.EXEMPLAR,wood_DensityBasedClustering4minfeature.STABILITY,wood_DensityBasedClustering4minfeature.COLOR_ID,wood.FID,Suffix,Placename,State,Lat,Long
309,308,110,1,0,1,0.006346274,2,308,wood,Fenwood,CT,41.2692651,-72.3664729
310,309,110,1,0,1,0.006346274,2,309,wood,Knollwood,CT,41.2667653,-72.3834181
311,310,111,1,0,1,0.017128688,5,310,wood,Lakewood,CT,41.5798193,-73.0298291
312,311,110,1,0,1,0.006346274,2,311,wood,Ridgewood,CT,41.259544,-72.5095344
313,312,110,0.865172802,0.134827198,0,0.006346274,2,312,wood,Ridgewood,CT,41.3125983,-72.1042428
314,313,111,1,0,1,0.017128688,5,313,wood,Bethany Wood,CT,41.4528748,-72.978716
315,314,111,1,0,1,0.017128688,5,314,wood,Deaconwood,CT,41.5017638,-72.9217698
316,315,111,0.785508697,0.214491303,0,0.017128688,5,315,wood,Highwood,CT,41.3384304,-72.9339915
317,316,228,0.944188835,0.055811165,0,0.060390072,4,316,wood,Isherwood,DC,38.8945563,-76.9788642
318,317,228,1,0.471983164,0,0.060390072,4,317,wood,Edgewood,DC,38.9226114,-77.0005316
319,318,228,1,0.471983164,0,0.060390072,4,318,wood,Brightwood,DC,38.9612218,-77.0274768
320,319,228,1,0.50454114,0,0.060390072,4,319,wood,Crestwood,DC,38.9417777,-77.0405325
321,320,228,0.963307821,0.036692179,0,0.060390072,4,320,wood,Deanwood,DC,38.8984452,-76.9294183
322,321,212,0.269198679,0.730801321,0,0.109605079,1,321,wood,Greenwood,DE,38.8070579,-75.5913153
323,322,212,0.573575761,0.426424239,0,0.109605079,1,322,wood,Hazelwood,DE,39.2184455,-75.5260352
324,323,211,0.54021235,0.45978765,0,0.042173053,7,323,wood,Beachwood,DE,38.4959462,-75.1576853
325,324,211,1,0,1,0.042173053,7,324,wood,Lochwood,DE,38.6790014,-75.1960194
326,325,211,1,0,1,0.042173053,7,325,wood,Maplewood,DE,38.7303899,-75.1360164
327,326,211,1,0,1,0.042173053,7,326,wood,Heronwood,DE,38.76039,-75.2229647
328,327,211,0.614359199,0.385640801,0,0.042173053,7,327,wood,Deerwood,DE,38.7206683,-75.3001909
329,328,218,1,0,1,0,3,328,wood,Elmwood,DE,39.6745563,-75.697154
330,329,219,0.359563429,0.640436571,0,0.485869237,5,329,wood,Wynnewood,DE,39.8226124,-75.5010323
331,330,219,0.418133803,0.581866197,0,0.485869237,5,330,wood,Forwood,DE,39.7990018,-75.5010317
332,331,219,1,0,1,0.485869237,5,331,wood,Gumwood,DE,39.788724,-75.5204771
333,332,218,1,0,1,0,3,332,wood,Parkwood,DE,39.7498345,-75.6538182
334,333,219,1,0,1,0.485869237,5,333,wood,Galewood,DE,39.7917795,-75.5260332
335,334,219,1,0,1,0.485869237,5,334,wood,Bellewood,DE,39.7917794,-75.5296445
336,335,219,1,0,1,0.485869237,5,335,wood,Wickwood,DE,39.7928905,-75.5285334
339,338,212,1,0,1,0.109605079,1,338,wood,Burwood,DE,39.0928904,-75.5618694
340,339,211,1,0,1,0.042173053,7,339,wood,Breezewood,DE,38.72039,-75.1301829
341,340,218,1,0,1,0,3,340,wood,Boxwood,DE,39.7265017,-75.5968701
343,342,212,0.219091914,0.780908086,0,0.109605079,1,342,wood,Lakewood,DE,38.6467811,-75.5463134
345,344,219,0.336086108,0.663913892,0,0.485869237,5,344,wood,Ridgewood,DE,39.7667801,-75.5121427
346,345,219,0.401341461,0.598658539,0,0.485869237,5,345,wood,Northwood,DE,39.7959462,-75.5024206
347,346,219,0.649251804,0.350748196,0,0.485869237,5,346,wood,Liftwood,DE,39.7778909,-75.5218658
348,347,219,0.438681447,0.561318553,0,0.485869237,5,347,wood,Longwood,DE,39.8098345,-75.5385345
349,348,219,0.375242399,0.624757601,0,0.485869237,5,348,wood,Brandywood,DE,39.8209456,-75.5079771
350,349,212,1,0,1,0.109605079,1,349,wood,Sherwood,DE,39.143168,-75.5343686
351,350,212,1,0,1,0.109605079,1,350,wood,Pennwood,DE,39.1273347,-75.5129788
352,351,212,1,0.050674771,0,0.109605079,1,351,wood,Wedgewood,DE,39.1334457,-75.5427022
353,352,212,0.256019287,0.743980713,0,0.109605079,1,352,wood,Lakewood,DE,38.9078908,-75.4551984
355,354,218,1,0,1,0,3,354,wood,Meadowood,DE,39.7084453,-75.6871536
356,355,212,1,0,1,0.109605079,1,355,wood,Breezewood,DE,39.0528906,-75.5532578
357,356,212,0.301669336,0.698330664,0,0.109605079,1,356,wood,Ravenwood,DE,39.29,-75.5573
358,357,212,1,0,1,0.109605079,1,357,wood,Pennwood,DE,39.1232,-75.5137
359,358,212,1,0,1,0.109605079,1,358,wood,Sherwood,DE,39.1466,-75.5282
360,359,212,1,0,1,0.109605079,1,359,wood,Wynn Wood,DE,39.0906,-75.5765
361,360,212,1,0,1,0.109605079,1,360,wood,Derbywood,DE,39.0888,-75.5605
362,361,212,0.331910072,0.668089928,0,0.109605079,1,361,wood,Fernwood,DE,38.9347,-75.5471
364,363,66,1,0,1,0.041442684,1,363,wood,Brentwood,FL,30.359128,-81.6587072
365,364,83,0.743801215,0.256198785,0,0.01049046,5,364,wood,Dellwood,FL,30.8238012,-85.0496489
366,365,49,0.156903532,0.843096468,0,0.099991254,6,365,wood,Eastwood,FL,28.0241876,-81.6703555
367,366,48,1,0,1,0.010378511,4,366,wood,Edgewood,FL,28.486115,-81.3722922
369,368,66,1,0,1,0.041442684,1,368,wood,Englewood,FL,30.2874622,-81.6262047
370,369,48,0.754854475,0.245145525,0,0.010378511,4,369,wood,Glenwood,FL,29.0860942,-81.3542312
372,371,83,1,0,1,0.01049046,5,371,wood,Greenwood,FL,30.8701891,-85.1618737
373,372,4,1,0,1,0.017193439,8,372,wood,Hollywood,FL,26.0112014,-80.1494901
374,373,49,0.197318741,0.802681259,0,0.099991254,6,373,wood,Inwood,FL,28.0369654,-81.7650794
375,374,66,0.868160681,0.131839319,0,0.041442684,1,374,wood,Lakewood,FL,30.2610735,-81.6348157
376,375,48,1,0,1,0.010378511,4,375,wood,Longwood,FL,28.7030519,-81.3384011
378,377,63,1,0,1,0.031973303,7,377,wood,Northwood,FL,29.7024667,-82.369273
379,378,66,0.896377179,0.103622821,0,0.041442684,1,378,wood,Northwood,FL,30.4335717,-81.6623196
380,379,66,1,0,1,0.041442684,1,379,wood,Norwood,FL,30.3769056,-81.6678746
381,380,66,0.498888652,0.501111348,0,0.041442684,1,380,wood,Ridgewood,FL,30.1388511,-81.7842647
382,381,66,0.898516991,0.101483009,0,0.041442684,1,381,wood,Sandalwood,FL,30.3177403,-81.5175893
383,382,4,1,0,1,0.017193439,8,382,wood,Shorewood,FL,26.3034128,-80.0994879
384,383,66,0.824040532,0.175959468,0,0.041442684,1,383,wood,Westwood,FL,30.2410728,-81.7600985
386,385,66,0.458357373,0.541642627,0,0.041442684,1,385,wood,Wonderwood,FL,30.3688516,-81.4131414
387,386,48,1,0,1,0.010378511,4,386,wood,Wynwood,FL,28.7897153,-81.2522866
388,387,48,0.922745145,0.077254855,0,0.010378511,4,387,wood,Zellwood,FL,28.7311059,-81.6011849
389,388,4,1,0,1,0.017193439,8,388,wood,West Hollywood,FL,26.0206457,-80.1839357
391,390,65,1,0,1,0.008560235,2,390,wood,Glenwood,FL,30.6610703,-81.5267609
392,391,63,1,0,1,0.031973303,7,391,wood,Kirkwood,FL,29.536358,-82.3301024
393,392,49,0.34089998,0.65910002,0,0.099991254,6,392,wood,Dellwood,FL,27.9827976,-82.7089891
396,395,49,0.278985015,0.721014985,0,0.099991254,6,395,wood,Ridgewood,FL,27.891415,-81.9136941
398,397,63,1,0,1,0.031973303,7,397,wood,Shannon Wood,FL,29.6330227,-82.4389964
399,398,48,1,0,1,0.010378511,4,398,wood,Lockwood,FL,28.5622225,-81.1442307
400,399,66,1,0,1,0.041442684,1,399,wood,Edgewood,FL,30.3427388,-81.735377
401,400,63,1,0,1,0.031973303,7,400,wood,Robinswood,FL,29.6177455,-82.3809386
402,401,63,0.496203856,0.503796144,0,0.031973303,7,401,wood,Millwood,FL,29.3813612,-82.2045411
403,402,66,0.857370801,0.142629199,0,0.041442684,1,402,wood,Beechwood,FL,30.2919073,-81.5167555
405,404,49,1,0.421274601,0,0.099991254,6,404,wood,Carrollwood,FL,28.0500175,-82.492873
406,405,4,1,0,1,0.017193439,8,405,wood,Pinewood,FL,25.8689846,-80.2169927
407,406,49,1,0,1,0.099991254,6,406,wood,Baywood,FL,27.9385,-82.4698
408,407,49,1,0,1,0.099991254,6,407,wood,Eastwood,FL,27.9181,-82.2704
409,408,49,1,0,1,0.099991254,6,408,wood,Eden Wood,FL,27.9215,-82.2547
410,409,49,1,0.053299752,0,0.099991254,6,409,wood,Edgewood,FL,27.9787,-82.4205
411,410,49,1,0.287775494,0,0.099991254,6,410,wood,Enclave of Carrollwood,FL,28.0468,-82.5067
412,411,49,1,0.643112384,0,0.099991254,6,411,wood,Englewood,FL,27.985,-82.4286
413,412,49,1,0.560081048,0,0.099991254,6,412,wood,Everwood,FL,27.8508,-82.3157
414,413,49,1,0.658228222,0,0.099991254,6,413,wood,Fernwood,FL,28.0646,-82.4398
415,414,49,0.765702065,0.234297935,0,0.099991254,6,414,wood,Brandwood,FL,27.8604,-82.3772
416,415,49,1,0,1,0.099991254,6,415,wood,Brentwood,FL,28.0799,-82.503
417,416,49,1,0.635668454,0,0.099991254,6,416,wood,Briarwood,FL,28.0502,-82.4361
418,417,49,0.731172794,0.268827206,0,0.099991254,6,417,wood,Burchwood,FL,28.0125,-82.1562
419,418,49,1,0.624578978,0,0.099991254,6,418,wood,Candlewood,FL,27.9768,-82.3643
420,419,49,0.910781509,0.089218491,0,0.099991254,6,419,wood,Carylwood,FL,28.0203,-82.2223
421,420,49,1,0.361861287,0,0.099991254,6,420,wood,Cedarwood,FL,28.1016,-82.4868
422,421,49,1,0,1,0.099991254,6,421,wood,Citrus Wood,FL,27.9309,-82.2472
423,422,49,1,0,1,0.099991254,6,422,wood,Country Club Village at Carrollwood,FL,28.08,-82.5187
424,423,49,0.676351836,0.323648164,0,0.099991254,6,423,wood,Covewood,FL,27.8012,-82.3453
425,424,49,0.669514454,0.330485546,0,0.099991254,6,424,wood,Crippenwood,FL,28.1603,-82.5775
426,425,49,1,0,1,0.099991254,6,425,wood,Lynwood,FL,27.9052,-82.5001
427,426,49,0.411383988,0.588616012,0,0.099991254,6,426,wood,Maplewood,FL,27.6868,-82.3791
428,427,49,1,0,1,0.099991254,6,427,wood,Glenwood,FL,27.9245,-82.4884
429,428,49,1,0.110999337,0,0.099991254,6,428,wood,Greenewood,FL,27.9762,-82.2714
430,429,49,1,0.485674223,0,0.099991254,6,429,wood,Huntington of Carrollwood,FL,28.0296,-82.5192
431,430,49,1,0.088370464,0,0.099991254,6,430,wood,Pinewood,FL,27.8696,-82.5083
432,431,49,1,0.040897927,0,0.099991254,6,431,wood,Ravenwood,FL,27.9461,-82.2662
433,432,49,1,0,1,0.099991254,6,432,wood,Reynoldswood,FL,28.0801,-82.4983
434,433,49,1,0.525331858,0,0.099991254,6,433,wood,Oakwood,FL,28.0043,-82.452
435,434,49,1,0.275098026,0,0.099991254,6,434,wood,Orangewood,FL,27.9762,-82.2885
436,435,49,1,0.059526001,0,0.099991254,6,435,wood,Packwood,FL,27.9392,-82.4664
437,436,49,1,0.394037628,0,0.099991254,6,436,wood,Perrywood,FL,27.9826,-82.2922
438,437,49,1,0.643112384,0,0.099991254,6,437,wood,Wellswood,FL,27.9912,-82.4778
439,438,49,0.436173558,0.563826442,0,0.099991254,6,438,wood,Wendel Wood,FL,27.7938,-82.1539
440,439,49,1,0.202421428,0,0.099991254,6,439,wood,Westwood,FL,27.93,-82.2962
441,440,49,1,0.658228222,0,0.099991254,6,440,wood,Wildwood,FL,28.1161,-82.4452
442,441,49,0.946807214,0.053192786,0,0.099991254,6,441,wood,Ye Little Wood,FL,28.048,-82.2975
443,442,49,0.679454294,0.320545706,0,0.099991254,6,442,wood,Sherwood,FL,28.1109,-82.1664
444,443,49,1,0.521282038,0,0.099991254,6,443,wood,Siloam Springs Wood,FL,27.9104,-82.2142
445,444,49,1,0.525331858,0,0.099991254,6,444,wood,Sinewood,FL,28.0213,-82.4691
446,445,49,0.7622763,0.2377237,0,0.099991254,6,445,wood,Stallwood,FL,28.0227,-82.1314
447,446,49,1,0,1,0.099991254,6,446,wood,Sterlingwood,FL,27.9035,-82.4994
448,447,49,1,0.310141296,0,0.099991254,6,447,wood,Stonewood,FL,27.8915,-82.288
449,448,49,1,0,1,0.099991254,6,448,wood,Tanglewood,FL,27.9093,-82.296
450,449,49,1,0.016852866,0,0.099991254,6,449,wood,Tarawood,FL,28.0749,-82.4943
451,450,49,1,0.654972854,0,0.099991254,6,450,wood,Vandervort Wood,FL,28.1087,-82.436
452,451,49,1,0.287775494,0,0.099991254,6,451,wood,Village Wood,FL,28.0635,-82.5251
453,452,49,1,0,1,0.099991254,6,452,wood,Villas of San Marino at Carrollwood,FL,28.0747,-82.5123
454,453,114,1,0,1,0.351559741,6,453,wood,East Edgewood,GA,32.4829198,-84.918542
457,456,139,1,0,1,0.122538161,7,456,wood,Oakwood,GA,34.227602,-83.8843455
458,457,86,0.583551027,0.416448973,0,0.209494937,8,457,wood,Kings Wood,GA,31.9779904,-81.0998333
462,461,107,0.126210491,0.873789509,0,0.086869629,1,461,wood,Greenwood,GA,31.1979603,-84.3399084
467,466,107,0.292964021,0.707035979,0,0.086869629,1,466,wood,Crestwood,GA,31.4676779,-83.9874035
469,468,114,0.442606198,0.557393802,0,0.351559741,6,468,wood,Dinglewood,GA,32.4687539,-84.9704871
470,469,163,1,0,1,0.209281513,2,469,wood,Edgewood,GA,33.7617726,-84.341314
471,470,114,1,0,1,0.351559741,6,470,wood,Edgewood,GA,32.4912528,-84.9249311
472,471,162,1,0,1,0.006068813,1,471,wood,Ellenwood,GA,33.6101096,-84.287978
474,473,114,1,0,1,0.351559741,6,473,wood,Englewood,GA,32.4565319,-84.9135415
475,474,86,1,0,1,0.209494937,8,474,wood,Fernwood,GA,32.0321553,-81.0642786
476,475,86,1,0,1,0.209494937,8,475,wood,Fleetwood,GA,32.0313218,-81.0731675
477,476,107,0.126935712,0.873064288,0,0.086869629,1,476,wood,Gatewood,GA,32.0232221,-84.1757405
479,478,84,1,0,1,0.007782344,3,478,wood,Greenwood,GA,30.9488191,-82.9740313
480,479,84,0.753103117,0.246896883,0,0.007782344,3,479,wood,Haywood,GA,31.357989,-82.4320777
483,482,158,1,0,1,0.034134814,8,482,wood,Kenwood,GA,33.5115019,-84.4360372
484,483,163,1,0,1,0.209281513,2,483,wood,Kirkwood,GA,33.756217,-84.3232577
486,485,84,0.782888541,0.217111459,0,0.007782344,3,485,wood,Millwood,GA,31.2657632,-82.660419
487,486,163,1,0,1,0.209281513,2,486,wood,North Kirkwood,GA,33.7617725,-84.3288135
489,488,163,0.517517549,0.482482451,0,0.209281513,2,488,wood,Ormewood,GA,33.7301068,-84.3568699
490,489,86,1,0,1,0.209494937,8,489,wood,Parkwood,GA,32.0285444,-81.0640009
492,491,86,1,0,1,0.209494937,8,491,wood,Ridgewood,GA,32.0335433,-81.0984454
493,492,163,1,0,1,0.209281513,2,492,wood,South Kirkwood,GA,33.7520504,-84.3232577
495,494,135,0.357280754,0.642719246,0,0.068700424,6,494,wood,Wildwood,GA,34.9634096,-85.4110711
496,495,131,0.222351108,0.777648892,0,0.103918433,5,495,wood,Wrayswood,GA,33.6934568,-83.3146035
499,498,107,0.235183751,0.764816249,0,0.086869629,1,498,wood,Camp Sherwood,GA,31.5979557,-83.8665661
501,500,132,0.368663924,0.631336076,0,0.067946647,4,500,wood,Haywood,GA,34.4911977,-85.184118
502,501,84,1,0,1,0.007782344,3,501,wood,Dellwood,GA,30.8577007,-83.3109865
503,502,84,1,0,1,0.007782344,3,502,wood,Northwood,GA,30.8760339,-83.2998753
504,503,84,1,0,1,0.007782344,3,503,wood,Pebblewood,GA,30.8738114,-83.3087645
508,507,90,0.762282726,0.237717274,0,0.10965638,7,507,wood,Briarwood,GA,33.5259687,-82.1053964
509,508,90,1,0,1,0.10965638,7,508,wood,Edgewood,GA,33.5034692,-82.1037296
510,509,90,0.693231177,0.306768823,0,0.10965638,7,509,wood,Glennwood,GA,33.5193024,-82.1467861
511,510,90,0.762282726,0.237717274,0,0.10965638,7,510,wood,Pinewood,GA,33.5101359,-82.1440084
512,511,90,1,0,1,0.10965638,7,511,wood,Westwood,GA,33.5173578,-82.0845625
513,512,148,0.875861338,0.124138662,0,0.019549281,5,512,wood,Brookwood,GA,33.9620466,-84.7916052
514,513,148,1,0,1,0.019549281,5,513,wood,Forkwood,GA,33.8501052,-84.7304916
515,514,148,1,0,1,0.019549281,5,514,wood,Hearthwood,GA,33.9117703,-84.7485479
516,515,148,1,0,1,0.019549281,5,515,wood,Wildwood,GA,33.958158,-84.7585484
518,517,67,1,0,1,0.284206124,4,517,wood,Greenwood,GA,32.4349002,-81.7712227
519,518,67,0.414049111,0.585950889,0,0.284206124,4,518,wood,Hazelwood,GA,32.425177,-81.819002
520,519,67,1,0,1,0.284206124,4,519,wood,Inglewood,GA,32.4473998,-81.7587222
521,520,67,1,0,1,0.284206124,4,520,wood,Kingswood,GA,32.4462885,-81.7656669
522,521,67,1,0,1,0.284206124,4,521,wood,Merrywood,GA,32.431568,-81.7448331
523,522,67,0.583339267,0.416660733,0,0.284206124,4,522,wood,Northwood,GA,32.4804527,-81.7720558
525,524,135,0.294388717,0.705611283,0,0.068700424,6,524,wood,Greenwood,GA,34.8936883,-85.0749493
526,525,132,1,0,1,0.067946647,4,525,wood,Brookwood,GA,34.2617601,-85.224119
527,526,132,0.938935881,0.061064119,0,0.067946647,4,526,wood,Fieldwood,GA,34.2620379,-85.1341161
528,527,132,1,0,1,0.067946647,4,527,wood,Maplewood,GA,34.2575936,-85.1396717
529,528,132,0.98355172,0.01644828,0,0.067946647,4,528,wood,Rollingwood,GA,34.2873147,-85.2543977
530,529,132,1,0,1,0.067946647,4,529,wood,Westwood,GA,34.2659265,-85.2263413
532,531,107,0.187767438,0.812232562,0,0.086869629,1,531,wood,Bronwood,GA,31.8310001,-84.364358
533,532,132,1,0,1,0.067946647,4,532,wood,Glenwood,GA,34.3123141,-85.1721729
535,534,131,0.45965472,0.54034528,0,0.103918433,5,534,wood,Englewood,GA,33.9345587,-83.5623871
536,535,131,0.520899534,0.479100466,0,0.103918433,5,535,wood,Fernwood,GA,33.9245594,-83.5426641
537,536,131,0.854281829,0.145718171,0,0.103918433,5,536,wood,Ivywood,GA,33.9042834,-83.3987703
538,537,131,0.675439469,0.324560531,0,0.103918433,5,537,wood,Lake Wildwood,GA,33.8573405,-83.4346051
540,539,114,0.78423348,0.21576652,0,0.351559741,6,539,wood,Briarwood,GA,32.4726425,-84.9488201
541,540,114,1,0,1,0.351559741,6,540,wood,Castlewood,GA,32.5043079,-84.91882
542,541,114,0.94598685,0.05401315,0,0.351559741,6,541,wood,Kenwood,GA,32.5045856,-84.9249312
543,542,114,0.250324021,0.749675979,0,0.351559741,6,542,wood,Kirkwood,GA,32.5543064,-84.9827102
544,543,114,0.958570141,0.041429859,0,0.351559741,6,543,wood,Merrywood,GA,32.4618095,-84.925764
545,544,114,0.955679679,0.044320321,0,0.351559741,6,544,wood,Parkwood,GA,32.459865,-84.9007636
546,545,114,0.666965286,0.333034714,0,0.351559741,6,545,wood,Pinewood,GA,32.4590317,-84.8910412
547,546,114,1,0,1,0.351559741,6,546,wood,Rosewood,GA,32.4665315,-84.9221529
549,548,90,0.422465696,0.577534304,0,0.10965638,7,548,wood,Edenwood,GA,33.4145831,-82.0215059
550,549,90,0.356592436,0.643407564,0,0.10965638,7,549,wood,Sherwood,GA,33.4079167,-82.00845
551,550,90,1,0,1,0.10965638,7,550,wood,Brynwood,GA,33.4965248,-82.0506728
552,551,90,0.942848328,0.057151672,0,0.10965638,7,551,wood,Ridgewood,GA,33.4704147,-82.0720623
553,552,90,1,0,1,0.10965638,7,552,wood,Tanglewood,GA,33.4737479,-82.0728957
554,553,90,1,0,1,0.10965638,7,553,wood,Westwood,GA,33.485692,-82.0790069
555,554,90,0.894695808,0.105304192,0,0.10965638,7,554,wood,Bristol Wood,GA,33.5109689,-82.0540063
556,555,107,0.775979658,0.224020342,0,0.086869629,1,555,wood,Brentwood,GA,31.6190613,-84.2454656
557,556,107,0.532468299,0.467531701,0,0.086869629,1,556,wood,Brierwood,GA,31.568786,-84.0860173
558,557,107,1,0,1,0.086869629,1,557,wood,Brookwood,GA,31.6012845,-84.1782416
559,558,107,1,0,1,0.086869629,1,558,wood,Edgewood,GA,31.5890625,-84.185464
560,559,107,0.869034558,0.130965442,0,0.086869629,1,559,wood,Hollywood,GA,31.5676741,-84.1676857
561,560,107,0.4687302,0.5312698,0,0.086869629,1,560,wood,Sandalwood,GA,31.5612863,-84.0746281
562,561,107,1,0,1,0.086869629,1,561,wood,Westwood,GA,31.5932288,-84.2218536
563,562,107,1,0,1,0.086869629,1,562,wood,Winterwood,GA,31.5687846,-84.2321314
564,563,65,1,0,1,0.008560235,2,563,wood,Creekwood,GA,30.794123,-81.6948263
565,564,65,1,0,1,0.008560235,2,564,wood,Fawnwood,GA,30.7730121,-81.7067711
566,565,65,1,0,1,0.008560235,2,565,wood,Foxwood,GA,30.8399569,-81.5692654
567,566,64,1,0,1,0.0163851,5,566,wood,Deerwood,GA,31.1530074,-81.5853815
568,567,64,1,0,1,0.0163851,5,567,wood,Devenwood,GA,31.1749535,-81.382319
569,568,64,1,0,1,0.0163851,5,568,wood,Parkwood,GA,31.2268957,-81.5070467
570,569,64,1,0,1,0.0163851,5,569,wood,Youngwood,GA,31.1702313,-81.3856524
571,570,122,0.188971604,0.811028396,0,0.104002007,7,570,wood,Deerwood,GA,32.5734787,-83.5885159
572,571,122,0.165965713,0.834034287,0,0.104002007,7,571,wood,Devonwood,GA,32.4443182,-83.6968491
575,574,162,0.996924355,0.003075645,0,0.006068813,1,574,wood,Parkwood,GA,33.5478891,-84.2354761
576,575,122,1,0,1,0.104002007,7,575,wood,Billingwood,GA,32.8959712,-83.7299037
577,576,122,0.66532362,0.33467638,0,0.104002007,7,576,wood,Briarwood,GA,32.7904186,-83.7018497
578,577,122,0.862617458,0.137382542,0,0.104002007,7,577,wood,Brookwood,GA,32.8243064,-83.6832373
579,578,122,0.355003991,0.644996009,0,0.104002007,7,578,wood,Bevinwood,GA,32.7229203,-83.692684
580,579,122,1,0,1,0.104002007,7,579,wood,Idlewood,GA,32.8615278,-83.7218486
581,580,122,1,0,1,0.104002007,7,580,wood,Lakewood,GA,32.8598611,-83.7010147
582,581,122,0.419021436,0.580978564,0,0.104002007,7,581,wood,Shadowood,GA,32.8029181,-83.7954625
583,582,122,0.354729701,0.645270299,0,0.104002007,7,582,wood,Tanglewood,GA,32.8445829,-83.5626779
584,583,122,0.88779034,0.11220966,0,0.104002007,7,583,wood,Thornwood,GA,32.8809715,-83.6735133
585,584,122,1,0,1,0.104002007,7,584,wood,Wimbish Wood,GA,32.8826382,-83.6874026
586,585,162,1,0,1,0.006068813,1,585,wood,Fernwood,GA,33.6153874,-84.3043674
587,586,158,0.940146389,0.059853611,0,0.034134814,8,586,wood,Gatewood,GA,33.508724,-84.3932582
588,587,162,0.996924355,0.003075645,0,0.006068813,1,587,wood,Knollwood,GA,33.5667776,-84.304645
589,588,158,1,0,1,0.034134814,8,588,wood,Wexwood,GA,33.5284457,-84.4074255
590,589,131,1,0,1,0.103918433,5,589,wood,Glenwood,GA,33.9292825,-83.4026591
591,590,131,0.485521153,0.514478847,0,0.103918433,5,590,wood,Idylwood,GA,33.8745621,-83.3143234
592,591,131,1,0,1,0.103918433,5,591,wood,Kingswood,GA,33.9298379,-83.4526607
593,592,131,0.716280523,0.283719477,0,0.103918433,5,592,wood,Lakewood,GA,33.9434486,-83.3493238
594,593,131,1,0,1,0.103918433,5,593,wood,Quailwood,GA,33.9787251,-83.4401599
595,594,131,0.796216987,0.203783013,0,0.103918433,5,594,wood,Rollingwood,GA,33.9903914,-83.4018251
596,595,131,0.744038633,0.255961367,0,0.103918433,5,595,wood,Rushwood,GA,33.9881692,-83.4696052
597,596,131,1,0,1,0.103918433,5,596,wood,Tanglewood,GA,33.9298379,-83.4204374
598,597,127,1,0,1,0.080341665,3,597,wood,Brookwood,GA,33.048457,-85.0971622
599,598,127,1,0,1,0.080341665,3,598,wood,Fernwood,GA,33.089012,-85.030494
600,599,127,1,0,1,0.080341665,3,599,wood,Riverwood,GA,33.1237332,-85.0602173
601,600,127,0.714202166,0.285797834,0,0.080341665,3,600,wood,West Wood,GA,32.991514,-85.0957729
602,601,127,1,0,1,0.080341665,3,601,wood,Wildwood,GA,33.0654013,-85.0735505
603,602,144,1,0,1,0.011293344,3,602,wood,Brentwood,GA,33.6067819,-83.8274033
604,603,144,1,0,1,0.011293344,3,603,wood,Country Wood,GA,33.5592803,-83.9601873
605,604,144,0.780242652,0.219757348,0,0.011293344,3,604,wood,East Wood,GA,33.5995607,-83.7782343
606,605,144,0.768019537,0.231980463,0,0.011293344,3,605,wood,Idlewood,GA,33.3837311,-83.8524041
607,606,144,1,0,1,0.011293344,3,606,wood,Oakwood,GA,33.5481691,-83.9743544
608,607,144,1,0,1,0.011293344,3,607,wood,Riverwood,GA,33.4759492,-83.9393528
610,609,148,1,0,1,0.019549281,5,609,wood,Stonewood,GA,33.7528853,-84.6760456
611,610,139,0.341405308,0.658594692,0,0.122538161,7,610,wood,Brookwood,GA,34.3834318,-83.8743484
